date,mask_unscaled,mask_monthly,isPartial,scale,mask
2021-10-05,60,16.0,,0.16,9.6
2021-10-06,60,16.0,,0.16,9.6
2021-10-07,66,16.0,,0.16,10.56
2021-10-08,61,16.0,,0.16,9.76
2021-10-09,73,16.0,,0.16,11.68
2021-10-10,69,16.0,False,0.16,11.040000000000001
2021-10-11,66,16.0,,0.16,10.56
2021-10-12,63,16.0,,0.16,10.08
2021-10-13,66,16.0,,0.16,10.56
2021-10-14,68,16.0,,0.16,10.88
2021-10-15,65,16.0,,0.16,10.4
2021-10-16,81,16.0,,0.16,12.96
2021-10-17,82,17.0,False,0.17,13.940000000000001
2021-10-18,66,17.0,,0.17,11.22
2021-10-19,66,17.0,,0.17,11.22
2021-10-20,73,17.0,,0.17,12.41
2021-10-21,79,17.0,,0.17,13.430000000000001
2021-10-22,72,17.0,,0.17,12.24
2021-10-23,78,17.0,,0.17,13.260000000000002
2021-10-24,76,19.0,False,0.19,14.44
2021-10-25,76,19.0,,0.19,14.44
2021-10-26,78,19.0,,0.19,14.82
2021-10-27,82,19.0,,0.19,15.58
2021-10-28,79,19.0,,0.19,15.01
2021-10-29,78,19.0,,0.19,14.82
2021-10-30,91,19.0,,0.19,17.29
2021-10-31,100,14.0,False,0.14,14.000000000000002
2021-11-01,100,14.0,,0.14,14.000000000000002
2021-11-02,84,14.0,,0.14,11.760000000000002
2021-11-03,81,14.0,,0.14,11.340000000000002
2021-11-04,85,14.0,,0.14,11.9
2021-11-05,80,14.0,,0.14,11.200000000000001
2021-11-06,85,14.0,,0.14,11.9
2021-11-07,76,12.0,False,0.12,9.12
2021-11-08,78,12.0,,0.12,9.36
2021-11-09,75,12.0,,0.12,9.0
2021-11-10,80,12.0,,0.12,9.6
2021-11-11,72,12.0,,0.12,8.64
2021-11-12,70,12.0,,0.12,8.4
2021-11-13,83,12.0,,0.12,9.959999999999999
2021-11-14,79,12.0,False,0.12,9.48
2021-11-15,78,12.0,,0.12,9.36
2021-11-16,80,12.0,,0.12,9.6
2021-11-17,86,12.0,,0.12,10.32
2021-11-18,72,12.0,,0.12,8.64
2021-11-19,63,12.0,,0.12,7.56
2021-11-20,82,12.0,,0.12,9.84
2021-11-21,69,12.0,False,0.12,8.28
2021-11-22,69,12.0,,0.12,8.28
2021-11-23,90,12.0,,0.12,10.799999999999999
2021-11-24,77,12.0,,0.12,9.24
2021-11-25,63,12.0,,0.12,7.56
2021-11-26,65,12.0,,0.12,7.8
2021-11-27,83,12.0,,0.12,9.959999999999999
2021-11-28,79,12.0,False,0.12,9.48
2021-11-29,76,12.0,,0.12,9.12
2021-11-30,80,12.0,,0.12,9.6
2021-12-01,62,12.0,,0.12,7.4399999999999995
2021-12-02,61,12.0,,0.12,7.319999999999999
2021-12-03,65,12.0,,0.12,7.8
2021-12-04,68,12.0,,0.12,8.16
2021-12-05,64,13.0,False,0.13,8.32
2021-12-06,63,13.0,,0.13,8.19
2021-12-07,68,13.0,,0.13,8.84
2021-12-08,57,13.0,,0.13,7.41
2021-12-09,59,13.0,,0.13,7.67
2021-12-10,77,13.0,,0.13,10.01
2021-12-11,75,13.0,,0.13,9.75
2021-12-12,70,16.0,True,0.16,11.200000000000001
2021-12-13,76,16.0,,0.16,12.16
2021-12-14,100,16.0,,0.16,16.0
2021-12-15,82,16.0,,0.16,13.120000000000001
2021-12-16,75,16.0,,0.16,12.0
2021-12-17,68,16.0,,0.16,10.88
